@relation sentimentos

@attribute text string
@attribute feeling {Negativo,Neutro,Positivo}

@data
'@dianarbs Devias ter pedido companhia :))',Positivo
'@luciele é o que nos resta, vou nessa também. pelo menos o suplicy tá garantido :)',Positivo
'@ThaalyaSoares @DoVegana @finnwlhd De fato o Twitter é seu e você posta o que quiser. Mas como pode ver, não gostastes quando falaram do seu cabelo, achaste falta de respeito. Então também não deveria achar legal/engraçado ter feito a comparação. Não faça com os outros o que não gostaria que fizesse com você :)',Positivo
'Daí deixava o Brasil pra quem não quer idolatria por partidos e políticos e reconhece que um dos bens da democracia é a alternância de governo :)',Positivo
':)) meu tio trouxe a duda de novo :)) sendo que eu não to nada bem pra ficar cuidando de criança :))))) vai toma no cu porra inferno vai se foder :)))',Positivo
'Estava-me a sentir gira :)) https://t.co/bdSbQOm7AH',Positivo
'Já foram preenchidas 90 vagas para 100 disponibilizadas nessa promoção :) Aproveite e garanta sua vaga antes de acabe. Corre que dá tempo! https://t.co/PLy1cexD3T https://t.co/Lp9uxh0OEg',Positivo
'@nadanovonofront Ainda há solução, cara. Você me tranquilizou em vários momentos da eleição, agora é nossa vez de passar tranquilidade. Há esperança. No primeiro turno não será. No segundo, é outra eleição. PS: eles conseguem escapar dessa cena :)',Positivo
'@dfaranha Claro. :) Qualidade 100% é utopia. Como programador, eu entendo. Como pagador de impostos, não. :)',Positivo
'@_morasfh @essediafoilouco só q o menino kaka tem mundial, já neymar n :)(:',Positivo
'eu fiz dois colares novos e no processo eu arranquei PEDAÇOS de ambos os meus dedos indicadores :D',Positivo
'na minha casa é assim: eu e a minha mãe somos melhores amigas pra eu contar tudo que eu faço/penso pra depois ela me chamar de doida/descontrolada/sem noção e assim controlar a minha vida como se eu fosse uma marionete :)',Positivo
'@kamiquase Obrigado! :)',Positivo
'queria tá dormindo, mas tô indo repor aula :)',Positivo
'Por dm e até me cansar :)) https://t.co/5XlRkSL1Vw',Positivo
'tudo tem um motivo :)',Positivo
'@luugranato faz um filtrinho de papel toalha! dá quase na mesma :)',Positivo
'Quando vem me visitar? :) — Quando sair do anônimo https://t.co/hnTi9Azjn0',Positivo
'seguimores, uma amiga faz cestas com alimentos orgânicos e entrega na sua casa :) da horta pra sua mesa. só mandar um zip zop! tudo fresquin, cheiroso e gostoso 💚 RT DOS MIGUE https://t.co/3IYd1VjWgE',Positivo
'Não foi fácil chegar até aqui. E não me refiro somente aos quase 50 dias de campanha já percorridos, mas também à trajetória que me trouxe até aqui. Acho que essa música e esse vídeo resumem bem! Deem uma olhada e me digam o que acharam do nosso hino de campanha! :) https://t.co/iwFaNPaxku',Positivo
'@VrRomanovski @cirogomes Sonhar é melhor do que perder direitos trabalhistas e ter um retrocesso econômico e social. Boa tarde! :)',Positivo
'@WanessaCamargo @ProjetoFFans @FrancinneReal Impactado até agora e to aprendendo a coreografia quero no caso @WanessaCamargo :) :)',Positivo
'Acabei de dedicar 1 horinha pra escolher meus candidatos, façam isso também! Pesquisem, leiam, se informem. Votem errado mas votem com convicção :)',Positivo
'Ofereçam me mc, nunca vos pedi nada :)) a sério, ofereçam! Vou ficar muito feliz',Positivo
'E dizem que Brasileiro não é criativo e Feliz. Me diz ai você!!! :) https://t.co/V4ZgJvQxRI',Positivo
'7% de bateria e nem estou em casa :)))',Positivo
'@_nunodf Se ao contrario tb beberes alinho :D',Positivo
'peguei a armação nova de óculos e me achei horroroso :)',Positivo
'@olasouabia1 Ya tens razao, melhor do q namorares com fdps q só te sabem deitar abaixo :))',Positivo
'você estaria interessado em uma cena de bukkake;; :D — oi eu nao sei o que é isso KK https://t.co/OriQLwmsZj',Positivo
'Mulheres indígenas nunca ocuparam um cargo eletivo federal no Brasil. Mas há 20 candidatas que querem mudar essa história nessa eleição. Conheça elas aqui: https://t.co/iwGZmgxU11 :) No vídeo, @GuajajaraSonia , a primeira candidata indígena em uma chapa presidencial. https://t.co/kmGwQdHw68',Positivo
'indo pra psicóloga :p',Positivo
'@annaclaraflima Instalar eu nao sei, mas eu posso ir pra jogar com vc :D',Positivo
'@gomy_17 @alex____amos *insiste Ainda por cima é burro :)',Positivo
'Só são mais 3 pa conta :)',Positivo
'@M_Zillii Parabéns hermano :D',Positivo
'@mareilhas ah menos grave, hoje também tem uma porrada de produto pra esse tipo de cabelo né, facilita... ainda bem que resolveu pq muito bonito :))',Positivo
'@TheRemedyBlog @PCDIGA Uma pequena ajuda era bem vinda :)',Positivo
'Já está na minha lista. :-) ➡️Se Gostou, Curta a Página: Portugal - Como Morar e Viajar ❤️ ➡️Comente e Compartilhe o Post! 😉 https://t.co/vD7Y1kn3hT',Positivo
'Quem gosta de mim gosta doq eu sou pq além de amizade não tenho nada pra oferecer :)',Positivo
'@DanEvange é de boa heheh :)',Positivo
'@felipemellodt Uma das animações mais legais que eu já assisti. :)',Positivo
'Banners em promoção na Digital Print :) #banners #filhotes #banner_design https://t.co/HuGoeqDiEd',Positivo
'@slythxcut Que bom que está bem! Eu tô ótimo... :)',Positivo
'@TGwalkerCraft TG, https://t.co/J2VBGRxWKW esse cara usou seu vídeo de emulador no free fire para pegar view, postou no canal dele e nem tirou a voz, olha aí e vê o que deseja fazer :)',Positivo
'As quartas eu choro no banho :D',Positivo
'@henriouc @milamesmo Não é parametro pro resto do Brasil pq tem uma cultura totalmente diferente. :)',Positivo
'entrevista de emprego EXPECTATIVA: af, mais uma entrevista, só vou falar bosta, não vou conseguir emprego REALIDADE:  gostamos MUITO do seu perfil, sexta feira ou antes vamos ligar pra vc pra fazer um teste de dois dias não remunerados  SOU MUITO FODAAAAAAAAAAAAAAA ::::)))))))))',Positivo
'No meu curso sou o anão da turma :) Ly genes &lt;3 nas melhores e piores alturas',Positivo
'e se você quiser ouvir pela primeira vez um epísódio do radinho no Spotify, este pode ser um bom começo :) spotify x DNA, blockchain x hortaliças, zumbis da dopamina, Ford x disrupção, o fim do pernilongo? https://t.co/CmF4m0tkyE',Positivo
'@iva_pileckova @IlonaJaniov O vo tom to je :)',Positivo
'kakakaka eu fui mt bem que feliz :) https://t.co/vfkqL7oB0a',Positivo
'@pazuzula sou muito Bel Marx :P mas sim, tu tem muita razão. e não é só nesse ponto, muito do que a militância organizada faz é nesse estilo (por isso não sai do 1% nacionalmente)',Positivo
'Tenho 11 dias pra estudar todos esses resumos :)',Positivo
'@dii_lua @CodandoJuntas Qual user tu adicionou? Eu to com acesso só ao @alineabp2 :P',Positivo
'Estou mesmo bem disposta :))',Positivo
'#venom menos um filme pra ir ao cinema por causa das críticas :)',Positivo
'Professora putassa os noia jogando camisinha na sala, tudo normal por aqui :D',Positivo
'@BuildersImpire @UltraHostBR Esperando o meu ser respondido :)',Positivo
'@siribela1 DM para exemplos! :D',Positivo
'@221BoredHowell Btw 12o ano e não tem tempo :p piada',Positivo
'mó tpm fudida e me deram doce de são cosme e damiao :)',Positivo
'@Margarida_m99 Pensei que tinhas nascido anteontem :))',Positivo
'@Stifler_Dorgas OMG A SORRILHA :D',Positivo
'Com o tempo as coisas vão-se recompondo... :)',Positivo
'@geladoscatesta @tomahock bota #EuSouHacker e siga para bingo :P',Positivo
'@gagapacto Oi, tudo bem? Poderia me passar o link para eu ouvi-las, por favor?? Obrigaado! :)',Positivo
'mandem mensagem :))',Positivo
'@vaguilov @k4ipi_ @Toack Próximo mes :)',Positivo
'@gabizbueno vamos, depois que eu votar nos encontramos :)',Positivo
'Namore alguém que sorrir pra você como ele :D #QuartaDetremuraSDV #Sdv https://t.co/nkjCrXSlZZ',Positivo
'É uma grande amiga e totó as vezes ahaha . Se precisar de algo já sabe :) https://t.co/8PhVzJhZf9',Positivo
'4) Relaxa hómi, tú fica ancioso, mordendo os lábios, franzindo a testa e prestando atenção demais às perguntas: ESQUECE as Perguntas! Isso aqui não é ENEM, é oportunidade p vc levar A TUA MSG de Esperança e Alegria ao Povo Brasileiro (sem franzir a testa! Alegria,lembra? :) -&gt;',Positivo
'@drazzull Para quem comprou o ultimate edition liberaram dia 02 :)',Positivo
'@gabrielahuhn Trigonometria aplicada em alguma área ou apenas trigonometria básica? Se for básica é só pesquisar no google ler sobre e procurar alguns exercícios: Eu sempre procuro os exercícios em pdf que algum professor upou :)',Positivo
'@abeatriznunes @EPH_PHPPsection @ENSP_UNL Agora é escrever outros papers sobre o assunto e citar este :)',Positivo
'A única coisa que eu sei fazer ultimamente é chorar :)',Positivo
'Aqui era um hacker :)) https://t.co/MUUN88bxlC',Positivo
'Acabei de fazer o segundo e o terceiro furo :))',Positivo
'@Athiabalba @vanubia88073368 @agnaldofestasbr @Brasileiro171 O meu fórum e minha turma é o Brasil. :)',Positivo
'Não vou usar rosa na quarta, pois só tenho roupa preta no meu guarda-roupa e é isso. Nada de síndrome da Regina G. :)',Positivo
'Ajudem participando e espalhando a palavra :D Conforme as mesas forem sendo atualizadas, eu vou publicando no evento, mas visibilidade pra gente é muito importante, então deem aquele RT do amor! (E olhem esse ícone fala sério que coisa FOFA) https://t.co/FfViP3DGDd',Positivo
'@PSGbrasil Menos de 6×0 nem comemoro... :-)',Positivo
'Já nem digo nada, da minha parte nem mais uma msg recebes :))',Positivo
'Me perguntam:como é q um cristão vota em BOLSONARO??? Respondi: aperta 17 e confirma!! :) 😅😂',Positivo
'Uau o meu avô acabou de dizer que sou uma merda :) adoro a minha família',Positivo
'@Swaag_Narry @jowgbruno @enigmxpopstar valeu :D',Positivo
'@maarowak Beleza! A gente se fala por whatsapp então :)',Positivo
'conclusão, fudeu :) não tenho vestido',Positivo
'@viana1402 Yha acordei agr, dormi das 16:30 até agora.... bom dia :)',Positivo
'que mulher — :) https://t.co/MbzqhVqFI6',Positivo
'@JO97AM obrigado! normal, eu acho kkkk e o seu? :)',Positivo
'@TomasSilv4 @naotsuporto cada vez gosto menos dela :)',Positivo
'- os jovens na escola de tiro infantil, que futuro na carreira no crime :) e mesmo o não profissionalizado levará a arma do papai para a escola, pra mostrar aos amiguinhos, ou de repente apagar aquele professor chato de língua portuguesa;',Positivo
'- além das lojas oficiais o tráfico oferecerá as suas armas usadas para a população por preços módicos, desde que vc vá na boca comprar e às vezes vc ficará por lá mesmo cheio de balas :) ué tu não queria arma? então vamo testar essa daqui',Positivo
'@caiomenezes pq o zeka pagodinho toka samba e o exaltasambah tocah pagodêh??? xD xD :P',Positivo
'é tão bom colocar uma roupa q ficava larga em vc e agr fica justa :))))))',Positivo
'@gleisi @gleisi deve estar com muito tempo livre para ficar no twitter desabafando hahah Perdeu, perdeu!! Agora é senhor presidente Jair Messias Bolsonaro :)',Positivo
'oi friends estou sem telefone :)',Positivo
'Hoje peguei mais uma cobaia de máquina ✨ obrigada @sup_johnny por sofrer varias horas e me deixar testar preenchimento e linha mais fina linha mais grossa tudo de uma vez!!! Não tá perfeita mas aos pouquinhos tá indo :) https://t.co/PQRimE6vQr',Positivo
'quem segue as leis todas acaba falido :) e assim o livre mercado só é livre para os amiguinhos do governo bem ao vindo ao socialismo amoedo. é assim que é quando se mede a “eficiência” de deputados pelos projetos aprovados',Positivo
'Deus me criando: “hummm... pra ela vou dar ossos fracos, uma anemiazinha e síndrome dos ovários policísticos só pra fechar com chave de ouro :)”',Positivo
'@guim0nteiro já fomos muito próximos.Agora já não tenho nenhuma opinião formada,tudo de bom :)',Positivo
'LATADA DE COIMBRA ESTE FIM DE SEMANA :D #MAMA SEMPRE https://t.co/zc5uCbVgqv',Positivo
'Quando eu acabar a escola: Como foi esta etapa da tua vida? Me: todos os anos foram uma mrd, maioria das pessoas que conheçi são uma mrd, estudar é uma mrd, sempre vivi iludida que ia ter uma turma decente. Mas sem esquecendo isso foi ótimo :)',Positivo
'a crentralhada no meu face tá em fogo e eu to amando causar nova atividade no facebook muito divertida :P',Positivo
'alguém da em cima de mim assim por favor :D https://t.co/UaNvWcFmvj',Positivo
'@daniliveira10 @CH_CRF @g1 Quem veio encher o saco foi você, quem ta querendo atenção não é ele :)',Positivo
'@Adrieli_S @carlaayres @afranioboppre Eu vou de 5050 aqui no RS também, com a @fernandapsol :D',Positivo
'@multfandomz @purxposez porque ela está tão apaixonada por você que ela não ver você dessa forma. pra ela, você é perfeita e ela irá amar até os seus defeitos. amor é isso :) e eu sei que algum dia você irá se amar dessa forma! https://t.co/G1KRUDTgna',Positivo
'@jotapfragoso @RicaPerrone Kkkkkkk respeita minha história rapá kkkk rlx cara, só gosto de tirar um sarro dele :p',Positivo
'@coisasdejana Saudade boa :) avarandada &lt; 3',Positivo
'@beasantos_22 Por isso é que nao gosto de cortar o cabelo :)) Mas fica te bem!!!',Positivo
'Deus ta connosco :D',Positivo
'@RafBigCat @davidegastaldo Manda :)',Positivo
'Não consigo vir à casa da Ana sem me deitar no chão :)',Positivo
'Entre o meio Urbano &amp; Selvagem - fiquemos nós com qual ? Passear ou Respirar ? Sds ! :D https://t.co/TC7ByxWtg6',Positivo
'@rdicosmo @ComputerHistory @OpenAtMicrosoft @SWHeritage @zacchiro @Inria Bravo! :)',Positivo
'Nossa que lindo que és que sorte eu tenho :))',Positivo
'Quem quiser me dar uns 15 tênis, to aceitando :))',Positivo
'@ggGuiki ump em 2018 @kngvito ? Mac10 é a melhor arma do jogo primo :P',Positivo
'@vivobr enviei :)',Positivo
'@makingamesisfun @viiolaceus @ChucklefishLTD Parabéns Lu :)',Positivo
'Eu avisei quem ri por último ri melhor :)',Positivo
'Almoçar sozinha em restaurante não significa necessariamente que estou abandonada, na vdd eu estou aproveitando minha própria companhia :):',Positivo
'@deborista pois vamo votar no candidato do partido do brizola! kkk :)',Positivo
'Eu podia ser uma pessoa fantástica se todos os conselhos que dou fossem seguidos por mim mas okay :)',Positivo
'NÃO aguento mais eleitor do bolsonaro falando que a esquerda quer que o brasil vire comunista caralho vc é BURRO não tem como um estado ser comunista nunca existiu e nem vai é simples vai ler o capital ou o manifesto de marx pra vc entender a merda q ta falando :)',Positivo
'@rcesarpacheco se forem do kit eleições então, hehehe :)',Positivo
'Tentei começar o Madame Bovary, mas a letra é tão pequena que me dá dores de cabeça. Estou oficialmente tramada :)',Positivo
'@garotaacida @Lulins Puta meu tipo nossa cara então, achei show :)',Positivo
'@adrian0marian0 Almocei, tô assistindo apresentação de artigos em um congresso. E queria muito um café. Mas tá tudo bem :)',Positivo
'Ansiosa por segunda :))',Positivo
'@mafesguario_ Olha pelo lado bom se vc levantar e cair vc consegue levantar dnvo :)',Positivo
'só perdem :)',Positivo
'@userjefo Qualquer dúvida só me chamar, ta?! :)',Positivo
'Que belo dia pra dá unfollow nessa listinha :) Vou fazer isso agora mesmo',Positivo
'@matheuslopescom kkkkkk Sou sempre hahaha romântico a moda antiga :D',Positivo
'Você perturba muito sua mina? — Pouquinho só :) https://t.co/lFWmSewZ43',Positivo
'@afonsoalvesz1 não fosses otário :)',Positivo
'@margsscastro É o que importa! :)))',Positivo
'@vicaricarli @cirogomes @DrRosinha @requiaopmdb @mirian_131 @profjosete Nossa, desculpa! O nome no perfil confundiu mesmo. Obrigada pelo toque! :)',Positivo
'@anniinha_rl Tem a Pati Fedrigo também, super delicada :)',Positivo
'ja algum tempo q ñ chorava. :)',Positivo
'A certas coisas que gostava de colar na testa :)',Positivo
'Kkkk eu ia jogar pra relaxar, mas! Resolvi trabalhar no freela pra poder escutar vcs xD Excelente programa!!! &lt;3 &lt;3 &lt;3 #otaminas te faz trabalhar :p https://t.co/hh11mCTEFB',Positivo
'@cata_martins17 Muito obrigado :)',Positivo
'@ivonepita Não participo de grupos no whatsapp, mas passei para meu cunhado, que inclusive faz campanha política em SC. Obrigada :)',Positivo
'Passagens para votar no segundo turno tiradas :)',Positivo
'pensar que quando chegar do trampo tem uma casa pra ser limpa me esperando.... :)',Positivo
'@neuromanso meu vizinho :) vejo ele quase sempre andando o filho/filha dele no parque aqui na rua',Positivo
'Eu nunca vo saber se mh dm tá com problema, ngm cv cmg :)',Positivo
'a minha mãe irrita me caralho disse me que ia sair às 18:30 para irmos a costureira e agora diz me que só sai às 21:30 :) olhem caguei juro não vou sair de casa olhem só a brincadeira',Positivo
'Bandas que já deveriam estar na 1ª divisão nacional da cena alternativa musical. Deram 3 concertos enormes em Portugal: Leiria, Lisboa e Porto :) https://t.co/JhnDpujjXJ',Positivo
'@antoninegre Bona horabaixa Toni! :)',Positivo
'@friopedro Parece um ótimo episodio :D',Positivo
'Tou a flr por chamada e a minha tia n sabe oque é privacidade :)',Positivo
'@deborista que não seja um cirista da internet, né? :P',Positivo
'eu n sei vcs masssss to apaixonada da foto :)',Positivo
'E o barraco que rolou com a enel no telefone agora? Eu nem ia processar, mas só por causa de duas atendentes mal educadas agora vou :D',Positivo
'@rangerlol1 mas parabéns pela atitude! :)',Positivo
'@RubennGomess16 obrigadaa ❤❤, boa sorte ahaha :)',Positivo
'Dólar caiu :) - R$3,88 às 14:40',Positivo
'Fiz esse vídeo também... :) https://t.co/nE8GjUUOkO',Positivo
'@caminhnt Eu não sei até que ponto isso é bom ou ruim, mas as pessoas não me procuram para conversar sobre nada. No máximo, para perguntar se eu vejo determinada série, ou para compartilhar algo que leram sobre o Eurovision. :P',Positivo
'@joaoafonso2002 Acabei de mandar :))',Positivo
'És msm gira 😂😂 — Obrigada !! :) https://t.co/GVpGjUsrSO',Positivo
'Ei pessoal segue o @BufaloDesigner ele perdeu o a conta e é mó chato isso :PP (WPP old do old do old (:P) https://t.co/9wJAp8KkmL',Positivo
'Contente :D https://t.co/2q1bTsmuIX',Positivo
'Oi vou colocar o som no máximo e chorar alto pra caralho :)',Positivo
'Na minha faculdade há um espaço para ires ter apoio psicológico na altura de exames. Já sei o de vou dormir em janeiro/fevereiro :)',Positivo
'@howdychlowy De nada :D',Positivo
'@ruivadesbotada Calma, vai ficar tudo bem. Calma. Pensa em coisas boas :)',Positivo
'Essa tá sendo minha estratégia praticamente todos os dias. Aos pouquinhos, isso ajuda. :D Assim que você se sentir confortável, gostaria muito de marcar contigo um rolêzinho, se não se importar. Vamos se trombar só pra juntar as conquistas! :) Fica bem &lt;3',Positivo
'@mafs_09 Esse clube dá-me estas reações, sorry :)',Positivo
'Quem vai chegar atrasada à natação? Eu mesma :)',Positivo
'@anderarndt @naruhodopodcast Sim! Vai ser corrigido isso em um episódio subsequente! Obrigado por notar :)',Positivo
'@LMOC_305 @iam_lauu Peixinhos é o melhor signoooo :)',Positivo
'E depois para compensar deu me um beijinho :))',Positivo
'@tomassoares25 Tenho tarde livre :)',Positivo
'Fala comigo, bebê! Sábado tem sertanejo de Pablo Turri! Veeem :D Sprits- Aniversário Perdiga - DJeff, Pablo Turri, Floydy e Jonas https://t.co/KtYpsSy9Hv',Positivo
'@vingadorbrambz @xcapim360 Guilhotina em toda praça publica! :D',Positivo
'Você é uma gracinha :D — Aw 😔👉💜 obrigada, você também é~ https://t.co/SOhLWppsGw',Positivo
'@TwinsBrasil Posso aguardar ate chegue la : )',Positivo
'@RMontalbam Vem pra poa então :p',Positivo
'@MonsieurMichell No problem :) Paul',Positivo
'@luisnassif Bolsonaro não vai ao debate. Ele não quer explicar Paulo Guedes, mais o preconceito contra as minorias, o armamento da população... :) Não pode explicar...',Positivo
'@erikajurdi ixi, eu deletei meu telegram há mto mto tempo :p mas ainda tenho whats/dm do twitter/insta!!',Positivo
'@vitoriaalim sempre dão um jeitinho do outro sentir a culpa que não é dele :)',Positivo
'O @aramisoliveira2 é um fofo ficou em chamada cmg pq estava sozinha na rua :))',Positivo
'Isso aqui no Montijo é coisa normal. Em cada 3 carros aparece 1 desses :))) https://t.co/IhhmoRwWJ1',Positivo
'Essa casa da Fazenda e muito louca : ) #balançogeralrj',Positivo
'@caatariinaag Tens me a mim é o que interessa :)',Positivo
'10 em hist e 9.2 em geo e uma lorena feliz :))) https://t.co/518J7E4s3p',Positivo
'me segurando bastante pra não tretar por política :)',Positivo
'tou bem happy, ando a acertar tudo bem easy :)',Positivo
'tomei sorvete de goiaba hoje :)',Positivo
'Incluindo q me cantaram os parabéns na aula de português e de geografia :))))',Positivo
'galerinha aí que tá mandando curious cat envolvendo outras pessoas, vão continuar curiosos :)',Positivo
'Tou a espera :)',Positivo
'Só gatos no liceu :))',Positivo
'uma foto com a maria ainda em bom estado :D https://t.co/sJwOxLOQqS',Positivo
'@theumilk99 Ao menos já não estas no secundário, fazendo te sentir melhor mudei de área este ano , ou seja chumbei :)',Positivo
'@conexaopolitica Vai dar mais audiência do que o debate! #BolsonaroAmorDoBrasil :D',Positivo
'nossa to me sentindo tão estranha com blusa rosa tudo pelas meninas malvadas né :)',Positivo
'@eumesma_amanda @mattheuspdrs Sim, entendi. Obrigado :)',Positivo
'Nunca pensei em dizer esta merda mas tenho um bocadinho de saudades :) https://t.co/sCK5VLtUnq',Positivo
'@marcelopoffo olha só! claro que sim :) seja bem-vindo de volta',Positivo
'Um gajo ganda fixe, curto b dele e da batota na sueca, sabes como é, glad he is in my class :) https://t.co/Y22sWNeUo7',Positivo
'@cafelucido @denisespessoa @mariadorosario @paulopaim @BigaPereira2018 @MiguelSRossetto @Haddad_Fernando Valeu. Vou imprimir e usar pra limpar a bunda :)',Positivo
'@Dimpleyooni cuidado com esses troços no coração. :p',Positivo
'Por isso amo essa série :) https://t.co/hdKo2Y8cPs',Positivo
'Não são para burros mas num entanto eu passo horas a marrar matemática A enquanto os de profissionais se tiveres o caderno organizado têm logo 10 :) https://t.co/KUMCJBdeXd',Positivo
'@LP_Romanini se beleza tivese outro nome não seria o seu (você foi trolado &gt;:)',Positivo
'as quartas usamos rosa :) https://t.co/JcLStCvSTC',Positivo
'@ruinyournight eu tô judiada nessa aqui tb ó :p https://t.co/nn0AvMJnac',Positivo
'Here &amp; Now :) Fins de semana longos no Porto Santo... em https://t.co/3i3lm1cbXp #portosanto2018 #portosanto #madeira #visitmadeira #portugal https://t.co/ANReFgmAXA',Positivo
'Tá com o Enzo? — to naoooo, só amizade só :) https://t.co/kaFPLE557x',Positivo
'Eu to fazendo um teste do buzzfeed que uma das perguntas é  você prefere lutar contra o fred krueger ou o leatherface  e eu juro pra vocês que conheço uma pessoa que numa briga contra o fred krueger ganhava fácil fácil. E ele sabe que eu tô falando dele :)',Positivo
'@_melissa10__ :)) 💜 e eu a melhor namorada do mundooo ❤️ Amo-tee 💜',Positivo
'@pesnk Muito bom esse livro né? :)',Positivo
'passou agr por mim um homem a cheirar tt a tabaco que me deixou enjoada :)',Positivo
'@pecesiqueira Tbm me arrependo de n ter visto seus vídeos antes, mas foi por preguiça msm 😂😂 ontem fui ver e até me inscrevi :D',Positivo
'!rp Jeongmal mianhae :) @Corlgrey',Positivo
'@Lehontas eu gosto do capita. :D',Positivo
'Cheguei a casa super motivada para arrumar o quarto. Tirei a roupa toda do armário e agora estou aqui, sentada na cama, à espera que um anjo arrume o resto :)',Positivo
'Alguém que venha cmg ao sushi :)',Positivo
'Tudo se resolve se houver comunicação!! :))',Positivo
'bem menininha mesmo :) https://t.co/bG9B6pZM1I',Positivo
'Tive um problema com minha conta no PS4, ela foi hackeada e usaram meu cartão pra comprar jogos em uma conta dependente. Liguei pro suporte Sony e pediram reembolso, liguei pro cartão de crédito e eles cancelaram a compra e o cartão. Agora a Sony me diz que posso ser banido :)',Positivo
'vão sentir-se em casa :)))))))))))))))))))))))))))))))))))))))))))))))))))))))))) https://t.co/3TdrMEQfRQ',Positivo
'@Venarquista Aaaa mto obg :))',Positivo
'@liilag @lucslucena Só combinar, ainda tem mta coisa aqui :)',Positivo
'podes esperar bem sentado por voltares a ver a minha carinha :)',Positivo
'Pela primeira vez na puta da minha vida nao vou ver um jogo do porto pq nao tenho a merda do canal :)',Positivo
'@AruanFelix Concordo plenamente!! :D',Positivo
'bah fez meu dia :)))',Positivo
'hj é quarta feira dia 03 de outubro aaaa :)',Positivo
'@azevedoamanda_ Olá, Amanda. Queremos te ver aproveitando bastante nossa rede novinha! Qualquer dúvida, conte conosco! :)',Positivo
'@lamariaeva_ Ah sim. Também faço isso. A resistência continua, em qualquer circunstância. :)',Positivo
'As aulas ainda agora começaram e já tenho matéria acumulada! Não podia estar melhor :)) e vcs?',Positivo
'Quando o país quebrar DE VERDADE com esse asno no poder, quero ir de empresário em empresário votou nesse fascista e dizer a minha frase favorita: Eu avisei :)',Positivo
'@Trollomino @FelipePalomino hahahaha eu tenhoo :P',Positivo
'@laisleah eu gostaria sim :D',Positivo
'@DannihFilipe @PensadorZarolho Foi uma boa resposta :) não é necessário ter tico e teco para perceber...basta só tico.',Positivo
'Olá, sou o @diogoammartins_ sou super bom a tirar fotos e sou das pessoas mais engraçadas e simpáticas q vão conhecer :)',Positivo
'Esqueçam, eu babo mt por esta gaja &lt;33 :)) https://t.co/Hwt46YRNbL',Positivo
'@martyshack Presque :p',Positivo
'@SrtaBlenda Com sorte vão fugir do socialismo Venezuelano e deixar o governo Temer no passado :)',Positivo
'@andre1TV vo mandaa :))',Positivo
'@La_Muerta_Viva De nada, salá :)',Positivo
'@DavoHerrera9 @ra_luigi Dile que felicidades :)',Positivo
'@GabrusCreative Opa eu quero ir :D',Positivo
'@eumesma_amanda @mattheuspdrs hmmmm, entendi., o motivo do outubro rosa deveria ser um motivo para ser estampado na testa todo santo dia(não só em quartas-feiras), mas ok, matei a minha curiosidade; obrigado :)',Positivo
'@AndressaSilva_S Hahahaha e eu fiquei muito feliz de te ver :)',Positivo
'Segue o líder :) https://t.co/4mik3iNWTe',Positivo
'nao me flopem pfv :)) https://t.co/oMnSFsXeJ2',Positivo
'querem ver eu a fazer mrdd em 3,2, 1 :)',Positivo
'@LicoRibeiro @changemdm foi mal :D',Positivo
'você estaria interessado em uma cena de bukkake;; :D — não estaria kkkk https://t.co/OSbImymAug',Positivo
'curtia ir ao kasa ya, mas vou ficar em casa com a dada a fazer maratona de filmes :))',Positivo
'@MateusMusico Mateus, o seu apoio tem sido muito importante para nós! Tenho visto o quanto você interage aqui &lt;3 queria só dizer que eu ainda não estou eleita, então precisamos continuar pedindo votos hehe :) me ajuda nessa?',Positivo
'Sinto me a ficar doente :)',Positivo
'Para de julgar eles achando que eles não se gostam porque VOCÊ não gosta de um ou dois ali. Pq só não gostando de algum membro pra afirmar que eles não se gostam né? :)',Positivo
'Tira os outros da boca :) enaltece seu shipp falando DELE só dele sem comparar com nenhum outro! Ex básico, contas grandes aqui do twt vc sabe o que postam, elas falam do que gostam mas vc n tem ideia do que fazem em off. BTS é a mesma coisa',Positivo
'Pra quem acordou meio tarde:  NA VERDADE , nosso novo single, entrou no SPOTIFY hoje! VEM OUVIR, E OUVE BASTANTE! :D https://t.co/u8W7yov1MU',Positivo
'@forealdemi Maravilhoso, né? To amando! :)))',Positivo
'meu sonho era ser modelo de passarela assim ó mas minha altura não permite :))) https://t.co/JP2AGGQ582',Positivo
'@boyzmeetsthevil Pode sim, Isa :)',Positivo
'O qué é para você amar? — nao é achar a pessoa perfeita, mas mesmo com os defeitos dela, amar mesmo assim :)) https://t.co/Gj4RkvmS3l',Positivo
'@nicolecayolla @inesps_ ainda bem ent :))',Positivo
'@AkBilgeAk 4 numara :)',Positivo
'Queria não precisar sair de casa por uns dois anos e não manter contato com ninguém :)',Positivo
'@vini_McLovin Dia 7 a gente conversa de novo :)',Positivo
'@maria11terra Já que não vais comprar, acho mesmo horríveis, parecem ortopédicas. :) mas hey, gostos...',Positivo
'Eu dou uma mini a quem me acertar :) https://t.co/0G8HDeGeP9',Positivo
'qnd vcs não entenderem pq tem mulher q não consegue denunciar algum abuso, leiam as respostas pra esse tweet :) https://t.co/i7UTazXTYQ',Positivo
'@saanreia é mas não é :D',Positivo
'@KathFallAway @JlioCes25576121 Querer zoar e depois bloquear! Aí é fácil kkkk mas tá bão :P',Positivo
