@relation sentimentos

@attribute text string
@attribute feeling {Negativo,Neutro,Positivo}

@data
'@lunamaria_10 @AnaPaulaVolei Toda generalização é burrice :) Tenho pavor de ambos. São inversamente proporcionais! Enquanto a população ficar na briguinha Direita x Esquerda, esquecemos de andar para frente :/',Positivo
'@b_seica @beaaa05 Não digas isso seiça, o início das aulas é sempre empolgante :))',Positivo
'boa tarde uma dose de “confiança na humanidade” pra vcs :) https://t.co/olVS4jl7vg',Positivo
'Ainda mais se ela for a reencarnação de um pedreiro :D https://t.co/CqqNda2CL1',Positivo
'@Kaiqqqqqqqqqqq Olá. O que houve? Vem conversar comigo na DM. :) https://t.co/5yUsfK64x1',Positivo
'Como eu adoro passar vergonha na rua :)',Positivo
'Gostei de um vídeo do @YouTube https://t.co/ktLfBwxT05 FORTNITE ! SEASON 6 ! NOVO BATTLE PASS :D NOVO MAPA &amp; BIG UPDATE ! 🏆 528',Positivo
'odeio o gosto desse remédio parece q anestesia td minha língua :P',Positivo
'@MarikLovers euto melhor bb :)',Positivo
'Não conseguiu assistir o Webinar que fiz agora pouco? Está tudo gravado :) acesse: https://t.co/sLEfgJVKGO',Positivo
'@nahmadureira lisinho igual bola de bilhar :)',Positivo
'Sou feia, mas tenho bom coração :))',Positivo
'Minha primeira temporada jogando r6 e cai no elo prata 3 to bem feliz cara :D',Positivo
'Atualização extremamente foda no Fortnite e advinha quem não vai poder jogar :)',Positivo
'pior é q me preocupo com umas pessoas q nunca teriam se preocupado comigo :D',Positivo
'quero bue conhecer melhor aql gajo mas aposto q ele n qr sbr d mim p nada :D',Positivo
'Perdi as chamas c o Bruno :)))',Positivo
'@Fernandes_Isa39 Sou,obrigada. :))',Positivo
'Podem julgar me mas achei o chato :) https://t.co/Z6TKRiLy1X',Positivo
'Eu e o Andye Iore Estêvão Peres Maranho e o Marcos Renata Gabriel Molina Vamos rodar uns discos lá no O Porão Discos Sábado agora!!! :D https://t.co/4R97iL42aA https://t.co/4R97iL42aA',Positivo
'To tão feliz :))))',Positivo
'@_mayonese vamo simmm :D',Positivo
'@gearwurk Deino :p https://t.co/6pXfd6Tmaj',Positivo
'procure ajuda, vá ao psicólogo e pare de ser imbecil :)',Positivo
'@diasheitor9600_ @myrllamarina Vlw pelo print amigo, Esse eu vou guardar :)))))))))',Positivo
'@Zeer0thehunter ora bolas, eu acho sim :)',Positivo
'@oneslasher Obrigada por avisar :) li a sinopse e me interessei total!',Positivo
'@Slc_miika melhor agora sua linda :D😄',Positivo
'dias melhores :)',Positivo
'Tô fazendo calejamento da canela e da mão. Como diz meu professor: o que não quebra, caleja. E seguimos com a mão roxa e a canela embolotada :)',Positivo
'você vê uma pessoa bonita, essa pessoa te nota, você nunca mais vê essa pessoa :) :) :) :)',Positivo
'Mas quero que vocês se fodam todos :) amo vos',Positivo
'eu to entrando em colapso :)',Positivo
'É tudo mentira viu? As pessoas só são curiosas mesmo. :) https://t.co/nWkrZi6rYp',Positivo
'é pra isso que eu pago minha internet :) :) https://t.co/ZUnpA7I1Wv',Positivo
'Nos clientes Belimagem a idade é só um número! Sorria e a vida lhe sorrirá! Obrigado Isabel Dinis :)',Positivo
'@margaridasbst Obrigado!! Sempre às ordens :)',Positivo
'Acabou de cair o primeiro dente de leite da minha irmã :)',Positivo
'@ubmit guizinho :P',Positivo
'@_15Mario15_ O que importa é que tirei AHAHAHAHAHHAHA :))',Positivo
'me imaginando :) meninas que não sabem falar a própria lingua',Positivo
'@pcysflowers Estou bem :-) Oq houve? Se quiser falar é claro',Positivo
'Hoje em dia com tanta distração e informação é cada vez mais importante manter o foco no que realmente interessa :)',Positivo
'@FancyJupiter83_ Comincio da subito :)',Positivo
'@mael_melo eu tava falando na ironia kkkkkjj eu sei vou usar 0.5 e 0.75 :p',Positivo
'Que coisa linda, cara :) https://t.co/aF3WW7gtwM',Positivo
'@_MaryM_ yaaaaay! ❤️ a ver se é desta que os apanho :)',Positivo
'@Missed_foxlol não gostei do omeço da resposta :)',Positivo
'O volume 8 de SAGA, da G Floy Studio - Portugal, já está disponível e se quiserem ficar a saber um pouco mais do que contar passem por aqui :D #CaféMaisGeek #BandaDesenhada #SAGAComic https://t.co/R1Z7Q7J7ij',Positivo
'Bolo de fubá? Pãozinho de mana? Vem cozinhar as receitas do #warcraft comigo :D &gt;&gt; #DesafioWoW Fazendo TODAS as receitas do  World of Warcraft: The Officia... https://t.co/0nuKdbmaus via @YouTube #worldofwarcraf',Positivo
'#CursoEPemRede Vivemos a era da conexão. Estamos em um novo tempo de práticas digitais? Hoje todos podem participar da construção de um mundo melhor, por meio dos ambientes digitais, mas é importante pensarmos sobre os possíveis processos de (des)conexão que podem existir. :D https://t.co/6Dypf01UB5',Positivo
'@DGama22 Só agradecer a papai do céus :D',Positivo
'mais sete dias e se foi 1kg, estou naqueles dias então o inchaço tá foda também kkkkk mas mesmo assim 4cm a menos de cintura já me deixaram bem feliz :) https://t.co/uXX292cde5',Positivo
'@domrodrigocosta Ai sim! Que maravilha :)',Positivo
'@_vitoria_sc tenho imensas saudades tuas lindaaa 💛 gosto imenso de ti. Continua com o bom gosto musical :) qualquer coisa diz-me 💙',Positivo
'@aydemarery Bravo :)',Positivo
'TÔ de volta bebês! Mais piranhona que nunca! :)',Positivo
'Afetada até agora com a aula da Beth, quase morri pra falar o que escrevi , mas passo bem :)',Positivo
'Daqui a uma semaninha já estou no Porto :)))',Positivo
'@GODISTYLES to com muita saudades, to feliz por voltar :)',Positivo
'@Rossoju pessoas gaúchas são assim :)',Positivo
'@PensadorZarolho O meu cão dorme em casa :)',Positivo
'@guspedelhama Seu lugar no tobofogo tá garantido :P',Positivo
'Sterblitch é foda :D https://t.co/QnpGJsjLuL',Positivo
'Somos nós, somos nós! Os campeões de Portugal somos nós :) https://t.co/UPQ9WUCTbX',Positivo
'@flowhellokitty To me esforçando esse trimestre, até agr 0 faltas e tudo em dia :P',Positivo
'¡FELIZ DA DE SAN VICENTE DE PAUL! :D',Positivo
'chorando que nem idiota :)',Positivo
'essa é a música top1 da minha playlist que eu vou ouvir nos próximos meses até não aguentar mais e depois pegar ranço e nunca mais ouvir :) https://t.co/GVkMiULKrY',Positivo
'@AnaPaulaVolei mal vejo a hr p termos essas notícias do lado de cá :D',Positivo
'@jenofeels a motoquinha do desblock acabou de passar por você :) https://t.co/JZdMvmrXPj',Positivo
'amanhã já vou embora :)',Positivo
'Gente pra quem não sabe, tô trabalhando na Vivo aqui em Manaus, especificamente no setor de qualidade. Mas se vocês quiserem fazer um plano controle pra ajudar o amiguinho aqui, tem vários preços. E quem não puder fazer o plano, poder dar RT que já ajuda também :) Obrigado 💕',Positivo
'Bommm diaaa que sorriso lindo vc tem... Sempre quis falar isso pra vc quando vc passa perto de mim em morro agudo — Obrigada!!! :) https://t.co/5oXC3SdDkG',Positivo
'As principais notícias do dia na Cultura Pop, direto do @JudaoNEWS! :D https://t.co/hevrw5aLou',Positivo
'e não são ? inclui o FGTS nessa bagaça ... :P https://t.co/vROvYVs1Eq',Positivo
'@5SOSNoticiasBR Esse tweet melhorou meu dia :)',Positivo
'@VictorLucasNC Victor tudo bem ? Sentimos muito pelo ocorrido, e não gostaríamos que sua experiência conosco fosse dessa forma. Para que possamos verificar o que aconteceu, e não deixarmos público seus dados pessoais, nos envie in box o CPF do segurado para analisarmos. :)',Positivo
'@beah_d obrigadaa, vai sim :)',Positivo
'Alguém com cadeado comentou em uma foto que postei aqui estes dias... eu não vejo o comentário hehehe Torcendo para não ser falando que tinha algo no meu dente :p',Positivo
'@charlescam13 @milandradde Pra todos vocês! :-)',Positivo
'@DannielAmorin A novidade é essa, mas vazou não, Dan! Hoje alguns jornalistas vieram aqui no Nu pra gente contar a novidade pra todo mundo! 💜 Gostou? :D',Positivo
'@michel_andrade @radiogeekbr Oie, ja está online no link https://t.co/jQktRnr9T8 A senha de acesso é o número de pedido da sua Inscrição (localizado no e-mail de confirmação de pedido do Eventbrite e contém 9 dígitos), em seguida é só escolher o palco que você deseja acompanhar e maratonar. :)',Positivo
'Rapaziada, fica do dia: se você não tem condições de bancar algo, não tenha :)',Positivo
'#MEU_DEUUUUUUUUS! Eu quero um quadro desses pra mim... PLEASE! Ele não vem como uma gata não, vem com DUAS :-) (y) rsssssss #QUE_MARAVILHA (y) ;-) rssssss https://t.co/Yn0kvzIyyD',Positivo
'o dia em que eu ficar quieta quando puder expressar a minha opinião em algo que tenho liberdade para isso, vocês podem dizer que não me conhecem :)',Positivo
'beleza :))) @joanabutok https://t.co/TYhqzH9K52',Positivo
'@mellado_gabi Contra VC eu n tenho nada n po , n conheço :)',Positivo
'@_AnnddyFS O dia desses dois Santos foi ontem de acordo com o calendário litúrgico católico. O que se comemora hoje são duas divindades pagãs que se escondem na imagem dos santos católicos. Só pra efeito de informação :)',Positivo
'@therealtalles @ClaudiaLeitte @danielamercury @ivetesangalo você pode estar decepcionado por ela não ter se posicionado, mas não omitir que os comentários do Instagram dela foram bloqueados :)',Positivo
'@santoskarenr é realmente muita obsessão por rola. concordo com seu posicionamento!! hahahaha :)',Positivo
'@NossosOrixas O dia desses dois Santos foi ontem de acordo com o calendário litúrgico católico. O que se comemora hoje são duas divindades pagãs que se escondem na imagem dos santos católicos. Só pra efeito de informação :)',Positivo
'minha perguntou se minha vida é ruime mandou eu procurar Deus :))))))))))',Positivo
'@Littlewolfbaby @BarbaraFMJF @parkkamijihyo @thiegonovais Faz assim então Ò não assiste o filme no cinema. Logo não compre nenhum livro. Logo não venha no perfil de uma pessoa que fala sobre esse tema, para dizer baboseiras. Move on com seu ódio com essa escritora MARAVILHOSA e SUPER INTELIGENTE e vá ser feliz :)',Positivo
'@mapussytastes @_BKyCHO João, obrigada por dividir! Posso usar seu nome na matéria? :)',Positivo
'@thellocaeto @chitao_o 3D&amp;T era quase regra nos meus intervalos na época do ensino médio. Dava pra fazer uns quickplay de meia horinha tranquilo :)',Positivo
'@fredericojpa Olá! Fique de olho em nosso site, sempre tem novidades por lá. :)',Positivo
'Vamos morrer Bora :)',Positivo
'não entendo a grosseria. :) — hum https://t.co/dwXITlV8P4',Positivo
'Oi gatinha.. Tu passa o link da sua playlist? Adoro as musicas — oi, minha playlist chama “he :)”, @raquelsr_ , dps comento o link https://t.co/yjPyjnf5kl',Positivo
'N disse o contrário :) https://t.co/rxmmKKI6oE',Positivo
'@ShadowStudios_ manda uns pcs que vc acha bom de la, se poder :)',Positivo
'@xbtrixx Viu só como vale a pena conversarmos? Boa ideia. Obrigado por isso. De verdade. Farei sim! :-)',Positivo
'AHAHAHA a gaja vem para o twitter dizer o que não me consegue dizer na cara, fraca :)',Positivo
'Meus senadores! &lt;3 É gente desse naipe e com essa cara que eu quero representando o RS no Senado! :D Paulo Paim 131 e @abgailpereira2018 Abgail 651 https://t.co/sFBCgp9Mf7',Positivo
'@baekho_tiger concert dvd! :)',Positivo
'@graciele_ @juju_gomes Direto com a Verena também rola :)',Positivo
'@benfica_fm @ru10slb supostamente o tecto máximo de preço não está ligado à categoria do estádio? :) acho que estão a exceder',Positivo
'oq tu é da Gabriele do 7°? :) — amigo https://t.co/tRvMyriZ3A',Positivo
'Apesar da pouca idade a disposição nunca vai faltar, pra fazer quem me ama sorrir e quem me odeia chorar :)',Positivo
'queria dizer que meus poemas vão oficialmente estar no livro do colégio :)',Positivo
'#DíaMundialDelTurismo Formas de ser feliz. :) https://t.co/kQFSuu7mL6',Positivo
'@Leocinnemeo @coffeehem Espirito de criança :D',Positivo
'@deguto Eaeaeaeaea to indo no OCP Summit aqui em Amsterdam e na semana seguinte indo pra Brasil pra ver a família :). Esse ano vou passar :)',Positivo
'@Rochalovesu Temos pena, se tenho sono tenho sono, ele que vá à merda :)',Positivo
'@mahbonazzi é siiiiim, é da Havan :)',Positivo
'@ShopUrsoo Ahwww :3 Espero que consigam vender muito e consigam ganhar muito amor e prestígio! :D 💗💗💗(Sei que não tá fácil ultimamente pela maneira que o Br tá e pelos porcentuais que caem, mas minhas energias positivas para que dê certo 😊💕)',Positivo
'Solitude é o estado de privacidade de uma pessoa, não significando, propriamente, estado de solidão. Pode representar o isolamento e a reclusão, voluntários ou impostos, porém não diretamente associados a sofrimento. :)',Positivo
'@zinhu20 Nossa. Meu sonho de princesa :)',Positivo
'@RodrigoFautino em 3 longos anos Bitsler nao parou, agora estão organizando tudo :)',Positivo
'Deve ter saído vídeo novo lá no canal :D Da uma conferida ♥ https://t.co/iuVk3q24V5',Positivo
'Os meus amigos nem os parabéns me dão :) https://t.co/BT8APOYGzj',Positivo
'eu odeio calor :)',Positivo
'Dólar caiu :) - R$3,99 às 13:50',Positivo
'Alô, rapazes! Estão na correria do dia a dia, têm aquela reunião importante de trabalho e precisam dar aquele corte no cabelo? Tem barbearia no MetrôRio! :D O quiosque da Club Men Salon fica na estação Siqueira Campos. Confira! ;)',Positivo
'O Coiso tá fora de forma, hahahahahahahahaha... :P #VáPraAcademiaCoiso https://t.co/mAzd59zurW',Positivo
'@danielsousaa @TheInterceptBr Obrigada! Sim, já corrigimos, deve demorar um pouquinho pra atualizar. Valeu por avisar! :)',Positivo
'Será que esta semana pode ficar pior? :)',Positivo
'Comprarei um boné escrito ui/UX na frente e dev atrás. Quando estiver na função deixo o texto virado pra frente. Hoje seria um dia que meu cabelo estaria todo cagado. :D',Positivo
'@ruivadesbotada sério??? o Dal Bem? hahah peguei, literalmente o bonde andando e quis janelinha rsssssssssssss Foi mal ai, Dal Bem :-) e o rim, acalmou?',Positivo
'@Ncolas73738838 Tô torcendo muito pra dar certo. :D',Positivo
'@imanemus @Anitta Na verdade ela pisou no inominável e não na anitta :)',Positivo
'@SafaaDib @JoannaAzevedo Sendo assim, tudo a postos para q muito rapidamente seja um segredo na boca do mundo.. :))',Positivo
'@josuel_castro Primeiramente boa tarde, e gostaria de dizer que me encontro feliz pela sua escolha :)',Positivo
'vou desenhar aqui, daqui a pouco pra vê se vcs entendem :) https://t.co/FpDZ9Du7Sn',Positivo
'@comia_tee Ja tenho :D',Positivo
'@Monique_Levy Eu participo do Leia @_leiamulheres, que tem encontros em diversas cidades do Brasil. Inclusive, se ainda não tiver na sua, você mesma pode organizar! Eu vou aos encontros do Rio de Janeiro. :)',Positivo
'Hoje comi uma caixa de morangos fiquei tão feliz :)',Positivo
'@silvawestcoast O meu maior medo é mesmo esse, acordar e estar em terras desconhecidas, sobretudo quando a probabilidade de não ter bateria no tlmv é imensa :p',Positivo
'@zxcvbnm01234568 Te aguardo pra nós fazer as missões do passe :)',Positivo
'fez 6 meses rapidinho, ansiosa pra daqui a pouco fazer 1 ano :)))))',Positivo
'@rosianegonc @Ramonchrist03 se você prestasse mais atenção na sua escola ou se o ramon está ou não na sala, talvez você concordasse com ele kkkkkk e aliás pelo o que eu sei, você nem do grupo da escola participa, então antes de querer se intrometer na vida dos outros, resolva os seus problemas :)',Positivo
'@palhare_s Acabamos de postar aqui :) e tem em nossa página do Face!',Positivo
'Oi, gente. Se alguém conhecer um chileno vivendo no Brasil, de preferência no Rio de Janeiro (mas se for outra cidade td bem, a gente dá um jeito), me avisa. Por favor :-)',Positivo
'@zofepod @gatsbyjs @contentful @Netlify Quando será lançado? E quando teremos novos episódios? Ansiedade na lua hahahahha :)',Positivo
'@gmezoni Se eu puder te ajudar em algo é só dar um grito, Giu! :)',Positivo
'Atualização: nem precisei conversar nada, ela já chegou me abraçando :) tá tudo bem https://t.co/5UHGYDcdtU',Positivo
'Seja a cura na vida de alguém, tem gente demais sendo doença :)',Positivo
'Por norma quando me olham daquela forma faço um olhar mortífero :))',Positivo
'@afgmira_24 Bom dia, feliz 2018 para ti que só agora percebes o quão na merda tá o planeta :)',Positivo
'@i_consequente Aposto que ficaste feliz de seres o portador desta boa nova :-)',Positivo
'@trilob1t Pode crer, Cesinha. Quando a gente cresce perde a confiança, perde a alegria, perde uma pa de coisa. Lembrar de quando a gente se preocupava menos com tudo é um puta conforto :)',Positivo
'Foste só estúpido, só fizes te com que as coisas ficassem mal :)))',Positivo
'pegando hábito de beber muita água hehe :p',Positivo
'E eles aprendem toneladas de músicas, cantam duetos, ensinam James e Peter a tocar com eles, coram tocando canções de amor que aprenderam um pelo outro antes que pudessem admitir seus sentimentos, e todos viveram felizes para sempre e ninguém morreu ou traiu alguém, e fim :))',Positivo
'tomara que o ++ chegue hoje ou amanhã aí eu passo meu aniversário ouvindo :))',Positivo
'não estraga se ambos gostarem :) https://t.co/Gk0Y5X5nsM',Positivo
'@Anderso06530821 @linelena2010 @Anittafobic @anittologia @bchartsnet Não fui eu que disse foi a Revista Caras :P',Positivo
'@MXerfan Maura, já tentou entrar em contato com o @alobradescoseg? Lá eles podem te ajudar sobre :)',Positivo
'@SajuCSGO @SKINFANS Lindo video :D https://t.co/kXTgUiYFWM',Positivo
'Estou farta do outro :) https://t.co/MTO48sR6we',Positivo
'@_renatchenha @hmcpedro saiu no jornal Folha de São Paulo essa semana :) https://t.co/FoQ0UPgbFm',Positivo
'@TBonecatarada Eu amaria chupar esse seu pau delicioso :P',Positivo
'Ola todos de Floripa e regiao :) Venham fazer parte da consciencia do novociclo por apenas 500 reais :) :) :) REIKI é Puro Amor Lembrando que as vagas são limitadas, faça sua inscrição com antecedência.... https://t.co/5hTx2vkNku',Positivo
'ae @TioOrochi vou comprar pra gente vc é o canguru filhote :) https://t.co/qOlot1CbrJ',Positivo
'@_ana_w @manoloneto Vamos voltar a ver então :-)',Positivo
'eu falo que não aguento mais e os outros acham que eu tô brincando, continua achando :)',Positivo
'minja vo pira em criança quero muito q ela veja meus filhinhos :)',Positivo
'@danielli___ não serve pra vc esse tweet :)',Positivo
'@morrgennstern Isso é muito importante. Eu peguei gosto em visitar museu porque estudei numa escola que levava as turmas pra passeios assim no teatro, em exposições de arte, etc. Sorte deles te terem como prof, Milena :)',Positivo
'ai rachel se joga da ponta sério :)',Positivo
'@cristyn_daimon @SousaMarcelo7 vamo votar aqui ó! Ave Império! :D https://t.co/skn89qnqQB',Positivo
'@lucasbp_1991 @delucca Esse mesmo pessoal da Vox Populi diz que o Haddad esta ganhando para presidente. :) https://t.co/Q4WTrncNTi',Positivo
'Se vc gosta de alguem, n desista dessa pessoa, independente da distância, idade, genêro, ou qualquer porra do tipo :)',Positivo
'@Rochalovesu Ah, ele é um cabrão :) Fui para a rua na aula por ter bocejado',Positivo
'Eu preferiria um tiro na minha cara ao invés de beijar sua boca. :)',Positivo
'@jeonjmk Sou um docinho de limão, mas sigo sendo um docinho :) Te amo',Positivo
'@anaclrp hahahahahaha tem muita gente que fala inglês perfeito no k-pop, especialmente aqueles que nasceram fora da Coreia :)',Positivo
'@soltaoesculacho brigada :)',Positivo
'Mandem dm :)))',Positivo
'@iGolemFood Vai mas é spamar eve e gragas, depois chegas às scrims e fazes pathings de merda :P',Positivo
'VLWWWWWWW @kabumcombr cadeirinha nova da promoção, agora sim vou fazer stream sem dores nas costas! :D https://t.co/D7Sg8eTKvP',Positivo
'@elmstreetis @WolvsHr @liltommothings @stylwsmedicine a Achei que ele tava tipo zuando as Larrie e tals.. mas obrigado por me explica :-)',Positivo
'@ruivadesbotada Eu sabia mas parabéns vem uma ruivinha ou uma corujinha :) muito feliz por você Dani. Dio ti benedica (:',Positivo
'ja escutou a música de alguém no qual a voz fosse capaz de te transmitir paz e alegria? céus, isso é tão bom :)',Positivo
'@BancoOriginal já fiz isso 2 vezes e nas 2 vezes o atendente encerrou o atendimento do nada :)',Positivo
'@kivelycabrera uei matala&gt;:)',Positivo
'@AUTOMNFS Gada :)',Positivo
'Eu sinto falta. Mas quero que se foda :)',Positivo
'@shikida Já subi, já dormi, já acordei. :P',Positivo
'@pieight hahahaha eu amo esse gif. Parabéns! :)',Positivo
'@witchlumos oie! vou sim :) estarei na premium!',Positivo
'@ppaodemonio não têm troco :)',Positivo
'@wisesuga @BTS_twt Prontinho :)',Positivo
'Farta de fazer papel de otária! Caguei :)',Positivo
'alguém avisa pra moça da foto que o pior de tudo é ter esse preconceito estúpido :) https://t.co/pPZYcQU7kP',Positivo
'South Park voltou e está hilário :) https://t.co/8auEH5nUNu',Positivo
'@Erick_Cartman Olá, Erick. Você já possui serviços fixos da Vivo? Se sim, vem na DM e me informe o n° da linha com DDD, nome completo e CPF do titular. Caso não seja, oriento que entre em contato com a central 103 15 ou pelo chat de vendas: https://t.co/D5L9TutQg2. Ótimo dia! :) https://t.co/5yUsfK64x1',Positivo
'Prestes a ir trabalhar e hoje é noite de karaoke :):)',Positivo
'@dragonkeeper_ @anandagabr De nada :)',Positivo
'foo :) : c05baa7e-30d7-4a2a-82e2-9cd88d656959',Positivo
'@joaomatoso2 Cuidado! Não me confundas com o espelho :)',Positivo
'Aleijei me no pulso a jogar volei em ef :)',Positivo
'@sonotws1 eu vi depois :D',Positivo
'@oliveirandreiah Ainda quero esse do Mario Odisséia :D',Positivo
'Dica do almoco. Sempre bom lembrar que  Vai voltar para você.  :-) https://t.co/bwvvJPOukY',Positivo
'Encontrei umas vans msm lindas mas para variar n deve ter o meu número :)',Positivo
'Só para saberem q vou ver o ed sheeran :))',Positivo
'Eu só escondo o buraco negro que é pra onde toda a comida que eu consigo comer vai parar :) https://t.co/uaE687yGUU',Positivo
'Eu primeiro disse que não e que estava bem,depois ele insistiu peguei uma fanta e fiquei super agradecido :D',Positivo
'Liguem me e façam me companhia a estudar física :)',Positivo
'FAV E CONFESSO VOS ALGO POR DM, DO TIPO VÃO FICAR DE BOCA ABERTA :))',Positivo
'@benfica_fm que bem se respirou aqui no porto depois desse golo do Laurent Robert :D',Positivo
'@MiihDudek Boa noite tardiamente e boa tarde , Linda :)',Positivo
'@LexGrey Fora o controle está em boas condições? Eu compro :) qual modelo é? Fotos?',Positivo
'@Prakriti1820 @aakusmiley @haseenaa__ O em g :D trial dina jana parcha jasto cha',Positivo
'Nessa reta final, ande com 50 no peito!! Peça seu adesivo :) O Rio tem jeito!! https://t.co/ML9UTHYwKQ',Positivo
'@robsongfreire Simples, vá a um lugar movimentado, faça uma pesquisa sem nenhum patrocínio ou incentivo de outra instituição  imparcial  e veja se o resultado coincide com os dessas pesquisas :)',Positivo
'@bia_bragap Eu tbm, pqp!!!! O que vamos fazer sexta? :)',Positivo
'O pior é que já tive ambas :) https://t.co/uqo9AjH7dX',Positivo
'só lhe queria dizer para festejar-mos juntas :´))',Positivo
'@amandacaarvalh @trouxavcs Não foi dessa vez :)',Positivo
'@lumiz_22 Eu gosto de vc :)',Positivo
'QUe brasa quero te comer ass flaffi — Eu sei :) https://t.co/VzTYiKqUby',Positivo
'@lipa_pinto3 Same! Podemos smp trocar ideias! :)',Positivo
'Google fai 20 anos e lembra darnos as #grazas en galego no seu #GoogleDoodle :) Parabéns @Google! #google20 #SearchIs20 https://t.co/62yFZPuXX3',Positivo
'@vandemberg_lima Entendo a situação. Mas se precisar, é só chamar. Tenha um bom dia! :) https://t.co/5yUsfK64x1',Positivo
'Sagitário, touro, gêmeos e aquário :))) https://t.co/aCf8HchaCH',Positivo
'3 anos sem conseguir um mísero emprego, pra sumir desse inferno, no dia que me chamarem pra uma entrevista, eu já vou ter me matado :)',Positivo
'mas amanhã já temos visita de estudo :)',Positivo
'Olá amigos, está um calor do caralho, estou a transpirar tipo burra, e o comboio vai a abarrotar :)',Positivo
'@fodecomforca @Anitta 2 tweets atrás desse se vc não leu não é problema meu. paz :)))) https://t.co/RfqhluZKql',Positivo
'usando um shorts que no começo do ano era MUITO apertado, agora só tá apertado :)',Positivo
'finalmente arrumei meu tumblr :) https://t.co/CMGNlUYpbN',Positivo
'Eu já não sei se isto é golos ou simplesmente cringe as fuck Aposto mais na segunda opção sinceramente :)) https://t.co/e5R2upnLOp',Positivo
'Adicionei um vídeo a uma lista de reprodução do @YouTube https://t.co/RIxW1cct1l FORTNITE ! SEASON 6 ! NOVO BATTLE PASS :D NOVO',Positivo
'aa vou fazer bolinho hojee :)',Positivo
'@CdNLeon @Pontifex_pt Sorte que tu não és repentista... essas tuas palavras que rimam aí não estão com nada... tem rima nenhuma! :)',Positivo
'@durtoff bangood com codigo desconto :)',Positivo
'@AVicenteBarroso Obrigado por me espetares isso na cara :)))))',Positivo
'@davidscris @filicaetano e a foto antiga de perfil do @filicaetano também era do #SummerCEmp (1ª edição) :)',Positivo
'@Victorrhv Inclusive, quero falar uma coisa contigo! :)',Positivo
'@vi_chiella @alauraoliver mas pode ser o teu padrao de beleza, o que tu particularmente acha bonito :)',Positivo
'@Littlewolfbaby @BTS2Nee1 @thiegonovais Eu ao contrário. Te desejo tudo de melhor na sua vida. Por que, uma coisa que aprendi inclusive com ELA... Que devemos ter pena das pessoas que vivem sem amor. E eu só ofereço aquilo que tenho! Então, tudo de melhor para você :)',Positivo
'@Bferreira92 Vc pode cortar o galhinho mais grosso e replantar. Ela gosta da companhia de outras, então replantar perto da anterior e deixa na sombra :)',Positivo
'só sei que não aguento mais :)',Positivo
'Bora no samba hoje? :D',Positivo
'@krs_samara Cá di quê não pode falar. Pode sim :)',Positivo
'@Ui_ian É uma comida que se faz nas festas de Cosme e Damião na Bahia. :)',Positivo
'ngm vai curtir pq eu sou um amor com todo mundo :)',Positivo
'@Littlewolfbaby @BarbaraFMJF @parkkamijihyo @thiegonovais Sou, nós somos amiguíssimas! Vou sair pra fazer compras com ela daqui a pouco :) hahahaha E sorry, mas não tem nada no livro que diz HERMIONE BRANCA/CAUCASIANA/WHATEVER e isso a Hermione ser negra é em OUTRA HISTÓRIA! QUE ACHEI MARAVILHOSO!',Positivo
'A minha stora de ef deu-me vontade de me atirar da janela mais próxima e ainda nem uma aula fizemos :)',Positivo
'@teixeira_leo_ isso mesmo meu amigo. Tá foda é universal! :D',Positivo
'Aos que desejam a tua queda ! Mata-os com o teu sucesso!! E enterra-os com o teu sorriso :D',Positivo
'@Rbtacfs Amiga, força. Se precisar que eu revise amanhã é só me enviar :)',Positivo
'@makemeangie se você desistir, tá tudo bem :) sempre é tempo de recomeçar. só não vale seguir com algo que não te faz bem, que não alimenta tua alma.',Positivo
'@ciadeestagios animada para participar do programa #EstagioTwitter2019 :)',Positivo
'Se eu não consigo me amar, como que eu vou amar outra pessoa? Né nom? Also, tô solteiro de novo :)',Positivo
'Hoje Vim Aqui Fazer Uma Apelação  -  pedir que o fortnite Ajuda nós Gamers pobres. nem todo mundo tem dinheiro na hora para comprar os v-Bucks por Consoles. Comprar 100 reais para gastar 30 com o passe. Meu aniversário é Hallowen aqui :) porfavor @FortniteGame @EpicGames',Positivo
'@AlexsanderdeO12 Ahhhh, então era isso mesmo. Obrigado pelo aviso. Acho que vale uma postagem no blog sobre isso :)',Positivo
'@CurtaVermelha @odedonafrida Há que saber os truques :)',Positivo
'acabei de postar um capítulo novo :)) https://t.co/yUJYuNZVgy',Positivo
'entende que vc é feia e ninguém nunca vai se interessar por você pra nada — isso me ajuda muito mesmo obg :) https://t.co/NnuQjLrdFr',Positivo
'Amigos militantes contra a Lei Rouanet, vale a pena dar uma lida. :D https://t.co/Mf0pbIbONC',Positivo
'@SrtGabe @hudsonbonatto @otaviordz @cirogomes @ervamatte Desculpe, mas aposto que dia bisa, assim como meus avós, estava no interior, alheia aos reais acontecimentos pois a censura fazia pela TV ou pela rádio o país parecer que nunca esteve melhor :)',Positivo
'prefiro morrer do que conviver com minha mãe todo dia, é isso eu penso todo santo dia pq ela faz eu querer me matar todo dia :)',Positivo
'@rosana legal essa Kombinha! :) bom almoço!',Positivo
'@equipogael @GaelDiputada @CNNChile @CongresistasFA @izq_libertaria Adelante :)',Positivo
'Adormeci em três aulas hoje :))',Positivo
