@relation sentimentos

@attribute text string
@attribute sentimento {Negativo,Neutro,Positivo}

@data
'@heavenmarvel @gabrechaves @landrxw Por nada, querida! Fico feliz em saber disso :D Qualquer dúvida, precisando de ajuda, pode me chamar que eu farei o meu possível para te auxiliar! Boa caminhada ao vegan!',Positivo
'Respeito entra aqui tb, :) https://t.co/CzGsaAlb3r',Positivo
'@danielcoutinho_ Eu já assino (:&lt;) mas obg (:D)',Positivo
'@leonardofarto @xptomil @aliceacdeluxo @igorgadelham Nada :)',Positivo
'A iniciar a semana a percorrer as ruas de Istambul :) 😎 Obrigado pela foto Exm@s Maria &amp; Rui! &lt;3 #Eléctrico #Istambul #Turquia #ViagemàVista #ViagemàVistaPeloMundo https://t.co/ljzazdU1us',Positivo
'@Fraviene Sim senhorita :) mais de 2:30h na fila pra votar hahaha todos os brasileiros do Reino Unido votam em Londres, na embaixada... nunca estive numa fila tão grande na minha vida antes!',Positivo
'@glaydson Então, estou perguntando :)',Positivo
'Booooooom Diiiaaaaa povo liindo!!!! :)',Positivo
'#SegundaDetremuraSDV segue ai pessoal :)',Positivo
'@carlosgandra @thalescmachado Concordo. Mas para 280 carácteres achei super interessante : )',Positivo
'Eu a passar a cancela e o comboio a ir embora :))',Positivo
'@BcMarkelly @darlon14563 Isso acreditem mesmo em fake news e demonizações paulistanas :) E claro que quem está se iludindo sou eu :) Não são os votantes do despreparado não né :) Você estão construindo a cama de vocês :)',Positivo
'Bemmm vou estudar :)',Positivo
'@anasofiafig Só soube agora... :))))',Positivo
'Aloha! Semana começando, bora entrar na onda e ser feliz :-) #Reef https://t.co/jzGUSlaVRI',Positivo
'@_C_r_i_s__ já faltou mais já :)',Positivo
'@KMulullo @mandscabral Opinião é uma coisa, voto também, não estou questionando em quem vc votou, isso é seu direito, agora, falar o que não sabe, pra dar a entender que quem deveria votar no Bolsonaro é quem mora em bairro nobre, fraco demais seu argumento, afinal, vc nem tem argumentos! Obrigado :)',Positivo
'com bolsa integral ne :-)',Positivo
'e pra piorar a dor de cabeça tô jogando lol :D',Positivo
'@AiltonBenedito a educação do nordeste é uma das melhores do brasil, se não a melhor, deve ser por isso :)',Positivo
'Dos 6 votos, 3 eu ajudei a eleger alguém. 2 mulheres e 1 cara. :)',Positivo
'@MondiniMaite Exatamente!! Eu também, não consegui insistir mais, mas ainda bem que temos consciência diferente :D &lt;3',Positivo
'@sexydirtcry @youthbom E se o PT ganhar vai continuar. :)',Positivo
'@helena_sobotka Bom dia! Uhullll! :)',Positivo
'@_BrunoDM Mas ai a gente não se posiciona nunca né? :)',Positivo
'Oliver mandou bem :) https://t.co/B35mGbOYf9',Positivo
'@_pimentacamila O problema é todo meu e da população natalense. Já que o dinheiro roubado desrespeito a todo mundo do estado :)',Positivo
'no médico sozinha e ninguém me responde :)',Positivo
'PRIMEIRAMENTE: AGORA É PT SEGUNDO: BOM DIA :) #agoraehaddad',Positivo
'@melpietra_ Ótimo dia :)',Positivo
'@Qckel Já cansei de ouvir isso.. por isso nem opino muito.. fico aqui na minha falando de música e fazendo minhas piadas ruins que ganho mais :)',Positivo
'@Margarida2012  ta requinha  quer dizer q és bonita :P qrida chamam aa toda a gente:)',Positivo
'@bobagento o meu tb foi SUAVERA, msm sem precisar de ajudar, tinha um pessoal do MST me ajudando a vota :D, gostei muito.',Positivo
'@dylanwangdaily Ele é tão engraçado :D',Positivo
'@izaobela Faz assim, me aponta quantos regimes fascistas (fascismo mesmo, de Mussolini, não de direita) Bolsonaro já apoiou e quantas ditaduras socialistas/comunistas o PT já apoiou (ou financiou com nosso dinheiro)... Aí podemos ter uma ideia mais realista das opções :)',Positivo
'Quero muito ficar com vc, mas a gnt nao se conhece — me chama :) https://t.co/bfwuESzKKv',Positivo
'@pauIpogbz Diz o cara que é rico e que vai fugir pro exterior quando o PT terminar de afundar o país :)',Positivo
'@musaraujo @rudavidal sobre o que a gente tava falando ontem :)',Positivo
'@_matilde_b_o @pullupnghost Adoro Lisboa :)))',Positivo
'@PacoEscritor Bom dia! :)',Positivo
'@brkklive Só vai mano, ta ficando MT bom! Ta pegando o jeito do gta! :)',Positivo
'oi kookiezinho vc é lindo sabia ? :)❤️❤️ https://t.co/diHbJjQAge',Positivo
'Moro, meu é bronca que tá indo uma cesta cheia de políticos pra você cuidar :) https://t.co/QzIxizm0U5',Positivo
'@lorenaruivof Eu vou. :)',Positivo
'@papfc @NewsMuseumEN Tratando-se de Tweets do NEWS Museum, deviam ser factuais, não? :)',Positivo
'Quem tá terminando relacionamento (sério ou não) por causa do parceiro bolsominion, ainda dá tempo de passar a campanha tirando uma casquinha: olha eu aqui! :)',Positivo
'@paracreitos de meme em meme a gnt cria o novo mito :-)',Positivo
'o dia tá lindo :) https://t.co/SSJrCQGoyD',Positivo
'@BruceBarbosa88 Glóriaaaaaa :)',Positivo
'@miguelnor Eu comecei a ler hoje. Até agora está indo muito bem. Amanhã acabo. :) O que você anda lendo?',Positivo
'Bom Dia :) #AgoraÉHaddad',Positivo
'@PeixinhuDaMoon Bom Dia :)',Positivo
'Bom dia, eu acabei de me aperceber que tenho teste de hca e português daqui a duas semanas e eu não estava à espera disto :))))) a minha ansiedade está aos berros',Positivo
'@115Fabiano Oi, Fabiano. O @alobradescoseg entrará em contato pra te ajudar ok? :)',Positivo
'Bombe :) https://t.co/Sj5huTwhZi',Positivo
'@jeanalves0033 @duolingo You re= Yór, cuidado que You re e Your tem os mesmos sons :)',Positivo
'@carlasantosrib Isso é ribatejano !! Ai que confusão que por aí vai !! :)',Positivo
'@saraaa_m8 Para quem chega a casa as 6 da manhã todas as noites e normal :p',Positivo
'@Croquete4 Na minha perspectiva é um mito urbano. :)',Positivo
'Colei um papel na porta  se for encomenda favor tocar a campainha mais de uma vez  :D',Positivo
'@funatic7 que bonitos :D',Positivo
'Boa semana! :) https://t.co/8B6OL8jFoe https://t.co/zvxcdnu1Di',Positivo
'feliz por poder faltar aula nessa segunda :))',Positivo
'@Flipe_Gamerz Blz :P',Positivo
'turbinada enem todos os dias dessa semana zzzz ou seja, aula até 10 da noite todos os dias dessa semana :)',Positivo
'Até o fim do ano, Tom Holland é o próximo :D https://t.co/ilq9PG4MII https://t.co/fxd28DMG33',Positivo
'eu correndo pra pqp depois dessas eleições :) https://t.co/01uu9nUFH0',Positivo
'No dia seguinte começa uma promo com  Orgulho de ser parte desse povo arretado  :P https://t.co/vbcHalzPvN',Positivo
'@senoritalmzn sobra :)',Positivo
'@PaolaCarosella Bom mesmo é votar em corrupto. :D',Positivo
'@harryslt91 Vc não sabe o que é uma ditadura. Fique bem! :)',Positivo
'indo para Portugal já :) mas é uma boa possibilidade hein ♥ pensando seriamente https://t.co/4azPZ7vq04',Positivo
'@SupperVinny @folha @Desesquerdizada PMDB, aquele partido que faz parte da coligação com o PT? Véi, ainda não superou o impeachment da Dilma? Imagino que deva estar devastado por ela não ter se elegido no senado. Hahahahahaha pobrezinha! Imagina quando ela for presa. Chore mais por bandido que tá pouco :)',Positivo
'Tenho o labio negro porque ontem enquanto nao adormecia tava a tentar tirar as unhas e entalei o labio numa :))',Positivo
'@ztoyaa Parabéns, sua mãe é um animal assim como vc :)',Positivo
'a voz do crush é muito linda pena que eu não conheço e ele nunca vai falar comigo :)',Positivo
'@lagabrielalima Jumentinha :)',Positivo
'@TrollVaderBR @nataliakreuser @madruga_bot Olha eu ali :P',Positivo
'@giuliiadias não, ninguém é fascista por isso??? ela foi fascista quando ela tomou a posição dela como correta e não quis parar nem pra me ouvir. Em outras palavras, censura :)',Positivo
'Nunca mais eu respondo msg dormindo :)',Positivo
'Adoro passar as aulas de Drama a esfregar me no chão :)',Positivo
'@nextelbrasil tô sem serviço já faz diaaaaas, fui na loja física e a mulher falou que só consigo resolver na central! testei outro chip e deu super certo. viver sem sinal não da :) o que pode fazer pra me ajudar?',Positivo
'oiii! acabei de chegar gente :)',Positivo
'@pri_pirs não amore a maioria so ficou na capital, o interior eh todo sulista :)',Positivo
'@cwamis parabéns, felicidades! :D',Positivo
'Sugestões de leitura :) https://t.co/HlwHTmT419 https://t.co/HlwHTmT419',Positivo
'E amigos que com certeza entendem mais aceito opniões numa boa :)',Positivo
'@LeWolfDK Eu :) (Desculpe a demora pra responder, tava dormindo hehe)',Positivo
'Vocês têm uma lata...  AH e tal sou BUE vítima, sempre sofri por amor, só me iludem blablabla  e sempre que tem alguém dão ghost e cagam na pessoa desenvolvendo sentimentos por outras pessoas sem terem colhoes para admitir :)',Positivo
'@theuskaminari as ideias do bozo e seus preconceitos atingem negativamente mulheres, negros, índios e lgbt, se você não se encaixa em nenhum grupo, tenha o mínimo de empatia e não eleja um fascista :)',Positivo
'@gabrielmottadev ahahahaha adoramos. Mas não esquece de comer depois heim :)',Positivo
'@bielconn Parabens Biel,vc tem mt talento e continue assim :)',Positivo
'Eu fico chateado as vezes quando do bom dia e a pessoa do trabalho não da, mas foda-se, pelo menos sou educado :)',Positivo
'iSHIPTHIS 100% HAHSHAHSHA send mo daliiiiiiiu :)))) https://t.co/CHd5dxSRBg',Positivo
'Bom dia amores, votem no Haddad :)',Positivo
'@laurnftgay Toma sim se for pra te ajudar e te deixar bem :) 💜',Positivo
'@mattersuga minha família tem horror ao bonossauro felizmente sensata. agr vai ser td 13 confima :)',Positivo
'@giseleramos Oi, Gisele. Nesse caso, pedimos a gentileza que entre em contato com nosso SAC através do telefone 4004 1224. Obrigado! :)',Positivo
'@C94DW Opa, coisa boa! Ah, domingo é dia oficial da preguiça, às vezes não tem como escapar :p Foi relativamente bom, o sábado foi bastante corrido, mas por uma boa causa. Já no domingo eu só fiquei de pernas pro ar curtindo a boa preguiça, estava precisando recarregar as energias.',Positivo
'@ovinicius4 @RicardoCamposMG Que raro ver uma pessoa educada, coerente, usando argumentos válidos e não so vomitando preconceitos. Parabéns :)',Positivo
'#Valladolid #Hyperlapse by novaer_es #Bravisimo :) Vimeo #Video #Art https://t.co/6mXKDTe7GH',Positivo
'O dentista me deu 17 anos :)',Positivo
'@oPortoNoCoracao @PortoUniversal @EPlurCorruptum @conturcionistas @Calcanhar_Viena @BaiLinhaeCruza @CremeAcido @Desde1893 @joanamarques140 @portadezanove @jfernandorio O Stevie Wonder está no Portimonense? Não estás a confundir com o Jackson? :)',Positivo
'@MDEV40613245 @HankLobo @DJGaMeLLa @jairbolsonaro Exato, tô dando uma dica de como ele pode derrotar o PT :)',Positivo
'eu tive uma ideia super genial pra uma música nova com conceito e beat super bem pensados aí quando eu fui anotar esqueci :D',Positivo
'Sabe que horas são? Hora de conferir nossas dicas no #Snapchat =&gt; QUEROVIAJARMAIS | Já conhece? Então compartilhe :) https://t.co/PzfqWhOFbW',Positivo
'@syrinpt Isso não quer dizer Castelo? :P',Positivo
'Nós da Bodi Véi desejamos um bom dia e uma ótima semana a todos vocês! :D',Positivo
'Este homem sala da sala e diz “venho já” volta passado meia hora :)))',Positivo
'Filiz :) Você se lembra quando começou a fazer parte do Twitter? Eu me lembro! #MeuAniversárioDoTwitter https://t.co/8FVreqxRLT',Positivo
'@RBricardo10 Foi bemmm sim senhor :))',Positivo
'@GhCavalari @lilianigromaia Falei sobre PC ciqueira, falei que felipe neto fl sim e hoje fez campanha #elenão e pediu desculpas publicamente sobre suas postagens :)',Positivo
'@Fernands_a Como podemos te ajudar, Fe? :) Já te respondemos lá na DM',Positivo
'@babesouza Ei, parabéns pela criancinha, dá pra ver que tás bem animada e essa criança vai receber muito amor :)',Positivo
'@SupperVinny @folha @Desesquerdizada Meu anjo, sério que você tá falando sobre estudar comigo? EU? HAHAHAHAHAHA você me conhece de onde mesmo, por curiosidade? O que essa conversa tem a ver com o meu agradecimento a SP por ter tirado Suplicy? Véi, que preguiça de você. :)',Positivo
'Esse vai pros meus amigos nordestinos que votam no PT :) https://t.co/rdMH8jcKcF',Positivo
'amizade :) https://t.co/rF90Bk8Lg6',Positivo
'bom dia, mas soh pra quem vota 13 e vai ver o nick cave on final dessa semana :D',Positivo
'Para trazer um pouco de paz :) https://t.co/pjD0a862y3',Positivo
'@otavioaaugustob @biancaaribeiroc Parabéns, o nome do que vc e seus avós têm é privilégio :)',Positivo
'@filiparmoreiraa Com esta senhor sim :)))',Positivo
':) sachu che https://t.co/VgECNfwUiP',Positivo
'agr se tentar mentir, não esquece q eu consigo virar o jogo. To esperando a intimação, só mandar @Aquelados20 , LEMBRA QUE DEPOIS DESSA VC NÃO VAI PODER VACILAR IGUAL TA VACILANDO :)',Positivo
'@luanaaacris tbm queria saber :)',Positivo
'@CaboDaciolo e sua profecia estava certo. :) https://t.co/23JaghA4Ms',Positivo
'E quando tem um feriado a gente aproveita pra LIMPAR A CASA e não pra dormir :)',Positivo
'@UltimaaBarreira :) para o imediato?',Positivo
'@ashyllei_ Eu vou tentar fazer isso tbm :)',Positivo
'@oteudeus_ Muito bom, porque quem não gosta de barbie girl não tem o meu heart :))',Positivo
'A gente vê q tá adulto quando, antes do trabalho, tem que fazer compras num supermercado lotado :)',Positivo
'@HoneyJin_ se conseguir tira um cochilo... faz bem também qualquer coisinha pode me falar que eu tô aqui :)',Positivo
'@Gatorropudim interpretei errado :p',Positivo
' vai estudar um pouco mais a fundo sobre oq o governo do Bolsonaro propõe antes de ficar apoiando corrupto na internet :) ',Positivo
'Pra mim, a pior merda no momento é ter que escutar/ler as merdas que tem gente falando em silêncio Pelo simples fato de que essa glr é tão mente vazia que argumentação não funciona pra eles É tipo falar com uma parede, só que pior E tu Ainda sai com menos fé na humanidade :)',Positivo
'@themariana_a São mesmo :)) Eu fui vê-los o ano passado, alto concerto.',Positivo
'@CarlinMc_ZN Como disse : Entre um e outro fico com o @Haddad_Fernando. Sou minoria amore e não sou hipócrita. Eu acordei com medo e não quero isso pra minha vida e nem pra vida de quem amo. :)',Positivo
'@joaomiranda @nsascp Como o aquecimento não é global, o termo ja não é usado. Agora é climate change :)',Positivo
'Nunca se sabe , pode ser até , que um dia saibas , ou que dês conta quando passar por ti :D — Oh que coragem... https://t.co/kpQ2bvgIZD',Positivo
'@b_Mahmous Noo! :P Vai correr td bem! https://t.co/PwF8Yps8HO',Positivo
'Assisti a Empire (2015) - S05E02 - Pay for Their Presumptions #empire vlw flw :P #tvtime https://t.co/Jm7TfsaA2k',Positivo
'@paula_mayol Para seguir dando por culo no? :D',Positivo
'Os meus cães tentavam apanhar a corda e não descansavam enquanto não a roessem toda :) https://t.co/nmVlvFlndJ',Positivo
'@mlemos @lucianot Foi o próprio artista que construiu a moldura há 5 anos. Está no perfil oficial dele no Insta :)',Positivo
'No princípio todos eram brasileiros então dividiram as bandeiras por cores... :)',Positivo
'ATENÇÃO ! Temos ponto físico de vendas dos ingressos na LOJA OTICALLI no 3º piso do MIDWAY . Ajudem a repassar essa informação :)',Positivo
'Minha vizinha deve estar com quase oitenta anos mas é tão bem humorada... Quero ser assim! Hoje ele disse: sei que vc tá na correria, mas vem aqui me abraçar! :)',Positivo
'@cromascent Maap humorq dolar :)',Positivo
'Bom dia!! Block e soneca comendo solto hoje!! :)',Positivo
'acordo e começam logo a discutir comigo enfim :))))',Positivo
'Fiz um post provocativo sobre o porquê de odiarem o PT no meu Facebook. Vamos aguardar :) Eu tenho certeza de que a galera só te reproduzindo fala. Ontem era #elenao agora é #ptnunca apoiando Bolsonaro, mesmo que indiretamente com os votos nulos.',Positivo
'queria ser próximo de tii — me chama na dm :)) https://t.co/Sydd7WAUBZ',Positivo
'Só queria que os meus planos tivessem corrido como era suposto e eu estivesse a construir uma vida com o meu amorzinho MAS instead a vida decidiu dar me alto pontapé :)',Positivo
'@guistefanii Estamos de olho em que prega amor, paz e justiça e vota no Bolsonaro tb!! Bom dia :)',Positivo
'eu finalmente tô com esperanças de sair daquela escola. de recomeçar num lugar novo, de fazer novos amigos, de conhecer alguém. eu quero pintar as paredes do meu quarto, deixar meu cabelo crescer e ter um aquário de peixinhos. :)',Positivo
'Pulseira de aço inoxidável :-) https://t.co/Hxr0H7QSpV',Positivo
'@gabexns Ontem o Uber que eu peguei: Honda city, iPhone 8. Perguntei sobre o voto, disse que só foi e votou (no coiso), não tinha pesquisado muita coisa. :)',Positivo
'@gilldinizz https://t.co/umNVUxHuDK Eu com ctz não sou eu por falta de porrada :)',Positivo
'@renanznt Bolso :)',Positivo
'Conjunto em aço :-) https://t.co/FgGNgbDk4C',Positivo
'@queren_renata Bom dia, ótima semana :)',Positivo
'o frio vai voltar finalmente :))',Positivo
'@kizqe damn fiquei a sorrir mto :)',Positivo
'@lopes85 @_Goalpoint  gentes  do benfiquistão não gostam de futebol... Só gostam do benfica... :) Não mistures as coisas :P',Positivo
'@crlhemely Exatamente! E a outra metade é modinha :))',Positivo
'Portanto, descobri que no quando queimei o lençol da minha cama no outro dia, o colchão tbm queimou :D sem problemas',Positivo
'@splash09lloyd sa facebook po... :)',Positivo
'@martanobree estava à espera desta resposta vinda de ti, vai para o caralho miga :D',Positivo
'@screamyell Meu favorito também. :-)',Positivo
'@jessmayfire Vai ser maravilhoso! :)',Positivo
'@FabioLugar @victorxis Haha desabafo. Achei que vc nunca ia entender. :P',Positivo
'@AliceVi03420929 @ToniBulhoes É pq o povo chucro de sp nao tá preparado pra governos modernos e mais humanos, merecem comer ração mesmo :)',Positivo
'@alefrotabrasil ME BLOQUEIA AQUI TAMBÉM! :D https://t.co/HubgUMwUiU',Positivo
'Venceu lá, pode ir então :) https://t.co/R8hfeSkPCi',Positivo
'Já agora também para outra escola :))',Positivo
'@Melipil Tudo bem? Para que possamos analisar a sua situação é necessário os seus dados. Nos chame por DM ou vá na opção “Ajuda” na tela de abertura do seu aplicativo. Estamos aguardando o seu contato para que possamos lhe ajudar :D',Positivo
'Bonito audio :D https://t.co/XwX0k9OYLW',Positivo
'@Vinncent Ô senhor @mizanzuk, poderia chamar o Vincent pro programa sobre o Duterte :) Pfv, nunca te pedi nada',Positivo
'@erivanfeitosa Tudo bem? Nos chame por DM para que possamos lhe atender de uma melhor forma e analisar a sua situação. ;) Estamos aguardando a sua mensagem. :D',Positivo
'@richerbarross @negrozuza @beatriz_xoxo @Prof_Jubilut ah, e sobre a Venezuela... meses atrás o bozo disse por aí que admira, respeita e se inspira em Maduro :) Vc acha que o rico passa fome na venezuela? quem vai se foder são os q agora tem o bolsa família pra pelo menos saber o que é carne arroz e feijão juntos numa mesma refeição',Positivo
'@cyoojungiee No problem ju :))',Positivo
'@eomer85 @GrosickiKamil O To To!!!! :))',Positivo
'@alwayzhp @iisabellep @AzevedoThuany Vota o PT mesmo....e ainda se diz Brasileiro :D',Positivo
'@HoneyJin_ tomou remédio? se sim, molha uma toalha na água quente e coloca em cima da onde do local da dor, come um chocolatinho e se tiver sorvete toma também :) melhoras anjinho 💜',Positivo
'@fisguinho @RandomCroka @GolemJungle nao passamos xd mas ate jogava :D',Positivo
'Como foi o melhor sonho que você já teve? — Eu tinha morrido :) https://t.co/yd3nmnmZJg',Positivo
'dai vc olha, repara, e vê que é tudo um bando de riquinho :)',Positivo
'@chelsmwd Volunteer doa :)',Positivo
'@victorcvilela Se precisar conversar tamos aí :) não ta fácil',Positivo
'felizmente baiana :)',Positivo
'@naygeronazzo1 Essa é a tabela q tô usando. Ai vc precisa comprar uma máscara q seja de hidratação, nutrição e reconstrução, geralmente vem escrito na embalagem! Espero que ajude! :) https://t.co/7ADT4JYGJV',Positivo
'@m_aaasad Acha :p',Positivo
'&lt;❤New Work❤&gt; By ➪ Eu :D For ➪ @xGqmwrPvP_ 🔰Tema🔰 ➪ Factions ❤➪RT+➪FAV❤ Observação ➪ Sou Iniciante, Primeiro que chamar DM , Ganha uma Thumb Free,GO GO https://t.co/WgPHR2q8hn',Positivo
'@carvalhooanaa_ obrigada!!! ❤️ :)',Positivo
'@dextervicente Eu tô ligado nestes números. Mas a piada, DE FATO, é quem está dizendo isso, né? :)',Positivo
'@viniciusramosxp er vamo só existir juntos então :)',Positivo
'mandem números e eu falo de vocês :)',Positivo
'que vontade de chorar :)',Positivo
'@LaisYes vamo falar desses assuntos pessoalmente pq vamos nos ver em bsb essa semana :D',Positivo
'@Pedro_oManel Este tenta casar pessoas pela igreja :) preferia que cuspisse em copos. Por curiosidade, esse livro já anda cá fora?',Positivo
'Estou tão contente!! Já comprei os bilhetes para ir a Portugal no Natal :))))',Positivo
'Essa é a amostra da tal DEMOCRACIA que eles querem :) https://t.co/z2n73CRCXM',Positivo
'tenho de voltar a casa pq me esqueci do almoço e de um livro tou :))))) eu preciso tanto de descansar',Positivo
'Foi foda :) https://t.co/Dmp2E7d2as',Positivo
'Quero passar o Halloween com um grupo em casa a ver filmes de terror e a comer pipocas e gomas :)))',Positivo
'@_naandax @haveollg Lindinha, Hitler não foi eleito, ele deu um golpe :)',Positivo
'@UPenalista Como disse Denise, vc é capaz de coisas muiiiiito piores. :p',Positivo
'@anbrusss Tudo bem? Para que possamos analisar a sua situação é necessário os seus dados. Nos chame por DM ou vá na opção “Ajuda” na tela de abertura do seu aplicativo. Estamos aguardando o seu contato para que possamos lhe ajudar :D',Positivo
'uma boa noticia enfim :) https://t.co/oemEbey2Fs',Positivo
'Mais um artigo! Desta vez, fortes de Salvador, em 1808. Atualmente, os fortes são de responsabilidade da Marinha e do Exército e foram revitalizados pela Prefeitura de Salvador e pelo Governo da Bahia. Fiquei muito feliz. Comecei a escrever em 2006! :)',Positivo
'@lanciahdfturbo eheh :) bem sei, muitos apago eu!',Positivo
'Obrigado :) https://t.co/6RL8qXm2ML',Positivo
'Bom dia segunda :))) https://t.co/Pv6vaXJtiS',Positivo
'@Itspedrito @_Bochini_ Deve ser por isso que a MAIORIA DOS ESTUDANTES DO ITA SÃO CEARENSES. bom dia :)',Positivo
'@Sdferreira_0 aqui é mais importante q me responder no wpp :)',Positivo
'@brunosfair que bom, se vc tá bem eu fico bem :)',Positivo
'foi ÓTIMO, inclusive prestar o ENEM e tentar vaga no SISU também :) https://t.co/PO6QeyyImn',Positivo
'@adib_anisa jb &amp; melaka :)',Positivo
'Acho q v ao sushi :)))',Positivo
'Como foi o melhor sonho que você já teve? — eu vivi o meu melhor sonho :) https://t.co/tDmqJTw1fY',Positivo
'@iuritonelo tu arrasou! Gilga também :)',Positivo
'Consegui arrumar um jeito meio gambiarra mas vai ter spotify nas lives agora :)',Positivo
'@annacerveiraa infelizmente... :(',Negativo
'@MariBrazuna Eu super concordo, sério.. As pessoas estão se afastando por opinião divergente, sabe? Querem impor, e se vc não concorda, é julgado até o fim.. Querem acabar com o discurso de ódio pregando mais.. Eu não entendo, só fico triste e quieta pq não dá pra conversar com ninguém :(',Negativo
'@sweatergguk @zjmfamosa @jenyharryss SIMM, ELE TA MT LINDO :(',Negativo
'@teleonardo @DinDuarte Aí amiga, conheço um, mas ele acabou de mudar de emprego :(',Negativo
'@GhostUEP @LoLegendsBR @LeagueOfLegends @netflix @NetflixBrasil Infelizmente uma serie com a qualidade dos curtas deles não é viavel :( e nem barato',Negativo
'@procaralhomase A sério?É que eu ainda não ganhei coragem :(',Negativo
'eu tava quase conseguindo três estrelas poxa :( https://t.co/J6cQWhATjO',Negativo
'@jpdsbarros todos nós, infelizmente :( o trampo agora é tentar angariar mais gente a pensar assim',Negativo
'@chagassd vou sim :(',Negativo
'@gwynbleiddz Aí menina se você morasse perto eu já tava aí dkskdk, mas então vou fazer o mesmo, vou trabalhar só para ter mais livros e cuidar das minhas plantas pq tenho medo de ter bichinhos e deixar eles morrerem :(',Negativo
'@lovelylittlenat Eu tô me sentindo igual vc Calma, não estamos sozinhas nessa :(',Negativo
'@_helplessheart Precisei deletar todas as redes sociais, aqui é po unico lugar q n me decepcionei com ninguem que gostava :(',Negativo
'@andrelboni Que triste :( Mas forças que dá certo. Qualquer coisa manda inbox pra eles implorando vc de volta hahah',Negativo
'@GollldenMaknae_ entendo toda essa raiva pelo pt, mas nesse momento ele seria o menos pior pra eleger :((',Negativo
'@mizanzika Gostava mais quando falavam apenas do frio :(',Negativo
'eu chorando na hora do almoço :( https://t.co/e083glAEij',Negativo
'Nunca te esqueci — Se é quem eu acho que é, eu tbm não :( https://t.co/U5T9RyjIZ3',Negativo
'Voilá ou l on arrive. :( https://t.co/zr4Ay7p8fK',Negativo
'Ouvindo a música do Ciro pela última vez :((',Negativo
'acabou de passar na tv que um mestre aqui em Salvador morreu ontem esfaqueado por conta de política, ele era do candomblé, e o cara que matou ele, bolsominion, infelizmente isso é só o começo :(',Negativo
'@Pontifex_pt por favor, se posicione acerca do que está ocorrendo no Brasil, tem tantos cristãos defendendo um homem que só prega o ódio tendo como justificativa a igreja :(',Negativo
'@camisperdigao @Haddad_Fernando O Lulinha sempre será nosso anjo, mas não dá pra ter eleição em cima dele... agora somos nós contra todos. O dito cujo tem muito poder e muito apoio... precisamos vencer isso. :(',Negativo
'@underedhood eu sei, tb vi isso :( mas caso as coisas piorem, eu acho que é praticamente um dever dele lutar pelo estado democrático. é td uma questão de estratégia pra ir aumentando o quantitativo dos votos',Negativo
'@LaisDixon @PickhardtKaua @primaverizei verdade :(',Negativo
'@OBetoSilva Então, eu passei várias vezes com algodão.. Não tá melhorando :( já marquei médico, mas só consegui pra quinta-feira.',Negativo
'queria tanto ir pra BGS esse ano :(',Negativo
'fui zoar um bagulho e a mulher foi mó fofa comigo, eu sou um monstro :(',Negativo
'Estou tão triste que acabei grey’s :(',Negativo
'@TheDAuria Tadinho hahahahahaha :(( eu racho o bico quando caio assim na rua',Negativo
'I got Steve Rogers aka Captain America! uma pena que ele vai morrer ano que vem :( https://t.co/9LNua2Jxoo',Negativo
'@fernanndojunior @cirogomes Muita! :(',Negativo
'seven oclock é tão bom, tem um talento tão grande e merecem tanto reconhecimento :(((',Negativo
'sonhei que o chenle tinha postado uma selca :(((',Negativo
'ai meu deus :( https://t.co/PMQEi0BaFG',Negativo
'@Samarabeatrizzz FOI LINDO SAMARITA :( acordei apaixonada',Negativo
'@xeilapistola ai tomara :( e vamos sim',Negativo
'@wildlaurenzo só no cell de vocês, no meu nem parece emoji :(',Negativo
'A favor da manutenção da democracia... E pela sobrevivência das minorias as quais faço parte... Vamos de 13... :(',Negativo
'eu ia sair de vermelho mas não tenho camisa vermelha :(',Negativo
'eu não acredito que ele tentou fazer uma coisa dessas sério :(',Negativo
'@Duda_Campanella entendi, muito triste partir da escola um negócio desses :(',Negativo
'@gowonstaff aaa poxa :( melhoras anjo 💟',Negativo
'@msspond :( não foi dessa vez mas to indo pra Belém pro círio!',Negativo
'@perryprismm @Prym_ @arianademila @Temer_ehVerbo Sim, eu quase chorei vendo esse vídeo gente :(',Negativo
'@sailxrohye quando eu achar uma capista pra pedir a capa :(',Negativo
'Como o fanmeeting foi cancelado, o sorteio também está. Um pena o ocorrido :( https://t.co/z5vPaNrIGU',Negativo
'@joga_dan Eu não quero apertar mais o seu coração com o q eu compartilho :( mas eu acho importante falar disso agora',Negativo
'@hallmendes meu amor :( eu to com saudades de você!',Negativo
'o Brasil não te merece, Ciro :( felizmente presidente do meu coração https://t.co/q68oy4nXLM',Negativo
'tô sem esperanças, esse homem já ganhou :(',Negativo
'@heartaekkov Obrigada, meu bebê :(( eu te amo 💜💜😔',Negativo
'@BRJamesArthur ai socorro, eu procurei na internet mas não achei nadinha sobre shows, isso é vacilo. Tinha que divulgar p pessoal ir e conhecer mais o trabalho dele :(',Negativo
'alguem me da um fone :(',Negativo
'@GalvaniLaysa Vale pra nós k :( Laysa vem fala cmg q eu to mt triste',Negativo
'Renan Calheiros reeleito :( vixe Aécio Neves tb.. eita! Agripino tb... putz ao menos uns tantos outros não entraram...',Negativo
'Segunda já começou ruim :(',Negativo
'bar :( : 52648830-d21f-4a22-8aa9-881e4425d0c0',Negativo
'Não gosto de crianças :(',Negativo
